VehicleID,ClaimID,VehicleType,DamageSeverity,PartsCost,LaborHours,LaborCost,RepairDays,TotalLoss
V10015206,C10015206,Truck,Medium,3982,28,2716,8,FALSE
V10015405,C10015405,Truck,Medium,716,28,2268,8,FALSE
V10015493,C10015493,Truck,Medium,2328,28,2828,8,FALSE
V10015728,C10015728,Truck,Medium,583,32,3136,8,FALSE
V10015742,C10015742,Truck,Medium,3209,9,729,8,FALSE
V10015884,C10015884,Truck,Medium,1569,6,660,8,FALSE
V10016335,C10016335,Truck,Medium,2272,18,1692,8,FALSE
V10016598,C10016598,Truck,Medium,3614,13,1313,8,FALSE
V10016629,C10016629,Truck,Medium,2481,36,2340,8,FALSE
V10016643,C10016643,Truck,Medium,1810,6,648,8,FALSE
V10016933,C10016933,Truck,Medium,2359,12,1344,8,FALSE
V10016941,C10016941,Truck,Medium,4286,33,2046,8,FALSE
V10017011,C10017011,Truck,Medium,5511,25,1675,8,FALSE
V10017104,C10017104,Truck,Medium,702,31,2697,8,FALSE
V10017107,C10017107,Truck,Medium,3662,37,3108,8,FALSE
V10017384,C10017384,Truck,Medium,3684,38,3800,8,FALSE
V10017570,C10017570,Truck,Medium,4412,28,1708,8,FALSE
V10017819,C10017819,Truck,Medium,3439,18,1656,8,FALSE
V10018477,C10018477,Truck,Medium,2470,11,1232,8,FALSE
V10018559,C10018559,Truck,Medium,1451,27,2673,8,FALSE
V10018831,C10018831,Truck,Medium,3205,34,2652,8,FALSE
V10019330,C10019330,Truck,Medium,3102,38,4370,8,FALSE
V10019378,C10019378,Truck,Medium,1097,32,2176,8,FALSE
V10019521,C10019521,Truck,Medium,1515,23,1955,8,FALSE
V10019786,C10019786,Truck,Medium,4014,37,2701,8,FALSE
V10019803,C10019803,Truck,Medium,4693,30,2190,8,FALSE
V10019947,C10019947,Truck,Medium,4730,35,3010,8,FALSE
V10000042,C10000042,Truck,Medium,3764,23,2645,7,FALSE
V10000427,C10000427,Truck,Medium,5327,12,1104,7,FALSE
V10000435,C10000435,Truck,Medium,1719,18,1638,7,FALSE
V10001349,C10001349,Truck,Medium,2855,39,2457,7,FALSE
V10001380,C10001380,Truck,Medium,3040,14,1134,7,FALSE
V10001521,C10001521,Truck,Medium,3428,28,2660,7,FALSE
V10001547,C10001547,Truck,Medium,923,26,2860,7,FALSE
V10001607,C10001607,Truck,Medium,3698,7,714,7,FALSE
V10001657,C10001657,Truck,Medium,787,24,1728,7,FALSE
V10001714,C10001714,Truck,Medium,2196,35,2485,7,FALSE
V10001746,C10001746,Truck,Medium,4484,17,1105,7,FALSE
V10001778,C10001778,Truck,Medium,1090,13,1508,7,FALSE
V10001851,C10001851,Truck,Medium,1584,17,1326,7,FALSE
V10001870,C10001870,Truck,Medium,1983,40,4480,7,FALSE
V10001878,C10001878,Truck,Medium,1604,26,2626,7,FALSE
V10001946,C10001946,Truck,Medium,1742,25,1650,7,FALSE
V10001958,C10001958,Truck,Medium,1371,31,1860,7,FALSE
V10002032,C10002032,Truck,Medium,2641,20,1660,7,FALSE
V10002450,C10002450,Truck,Medium,1056,36,3492,7,FALSE
V10002922,C10002922,Truck,Medium,4061,12,1236,7,FALSE
V10003176,C10003176,Truck,Medium,2962,34,3570,7,FALSE
V10003186,C10003186,Truck,Medium,3194,7,588,7,FALSE
V10003250,C10003250,Truck,Medium,835,9,729,7,FALSE
V10004654,C10004654,Truck,Medium,1568,9,585,7,FALSE
V10004698,C10004698,Truck,Medium,3061,13,1222,7,FALSE
V10004809,C10004809,Truck,Medium,5324,32,2272,7,FALSE
V10004817,C10004817,Truck,Medium,3011,16,1136,7,FALSE
V10004895,C10004895,Truck,Medium,984,30,3270,7,FALSE
V10004937,C10004937,Truck,Medium,832,37,2997,7,FALSE
V10005196,C10005196,Truck,Medium,3761,39,3354,7,FALSE
V10005369,C10005369,Truck,Medium,5155,17,1377,7,FALSE
V10005394,C10005394,Truck,Medium,3998,31,3627,7,FALSE
V10005565,C10005565,Truck,Medium,2064,26,2418,7,FALSE
V10005624,C10005624,Truck,Medium,1917,14,1036,7,FALSE
V10005709,C10005709,Truck,Medium,3677,34,3400,7,FALSE
V10005999,C10005999,Truck,Medium,714,36,2412,7,FALSE
V10006016,C10006016,Truck,Medium,1345,38,4066,7,FALSE
V10006896,C10006896,Truck,Medium,4325,37,2294,7,FALSE
V10006995,C10006995,Truck,Medium,1746,32,2720,7,FALSE
V10007457,C10007457,Truck,Medium,5028,18,1584,7,FALSE
V10007531,C10007531,Truck,Medium,4649,29,1914,7,FALSE
V10007554,C10007554,Truck,Medium,2901,9,576,7,FALSE
V10007648,C10007648,Truck,Medium,1934,36,2628,7,FALSE
V10007735,C10007735,Truck,Medium,3881,15,1170,7,FALSE
V10007844,C10007844,Truck,Medium,5990,12,1272,7,FALSE
V10007856,C10007856,Truck,Medium,4754,34,2618,7,FALSE
V10008398,C10008398,Truck,Medium,3602,14,1190,7,FALSE
V10008739,C10008739,Truck,Medium,1383,30,3180,7,FALSE
V10009462,C10009462,Truck,Medium,4692,26,1716,7,FALSE
V10009519,C10009519,Truck,Medium,5853,11,759,7,FALSE
V10009797,C10009797,Truck,Medium,1826,38,4028,7,FALSE
V10010064,C10010064,Truck,Medium,5457,5,350,7,FALSE
V10010725,C10010725,Truck,Medium,3283,17,2006,7,FALSE
V10011017,C10011017,Truck,Medium,3062,9,873,7,FALSE
V10011238,C10011238,Truck,Medium,4151,36,3420,7,FALSE
V10011706,C10011706,Truck,Medium,4506,6,648,7,FALSE
V10011899,C10011899,Truck,Medium,1724,7,840,7,FALSE
V10012040,C10012040,Truck,Medium,1576,35,2730,7,FALSE
V10012050,C10012050,Truck,Medium,797,8,504,7,FALSE
V10012056,C10012056,Truck,Medium,5219,12,1440,7,FALSE
V10012246,C10012246,Truck,Medium,4734,31,1860,7,FALSE
V10012261,C10012261,Truck,Medium,620,8,656,7,FALSE
V10012354,C10012354,Truck,Medium,5501,17,1972,7,FALSE
V10012668,C10012668,Truck,Medium,1590,40,2600,7,FALSE
V10013052,C10013052,Truck,Medium,1560,27,2214,7,FALSE
V10013364,C10013364,Truck,Medium,4181,7,651,7,FALSE
V10013405,C10013405,Truck,Medium,2397,22,2618,7,FALSE
V10013682,C10013682,Truck,Medium,828,19,1786,7,FALSE
V10013719,C10013719,Truck,Medium,4947,15,1785,7,FALSE
V10013775,C10013775,Truck,Medium,3267,14,1204,7,FALSE
V10014098,C10014098,Truck,Medium,4586,19,1824,7,FALSE
V10014407,C10014407,Truck,Medium,2443,25,2550,7,FALSE
V10014462,C10014462,Truck,Medium,4305,36,3384,7,FALSE
V10014884,C10014884,Truck,Medium,5580,27,1728,7,FALSE
V10015028,C10015028,Truck,Medium,1891,13,1456,7,FALSE
V10015269,C10015269,Truck,Medium,4168,35,3535,7,FALSE
V10015680,C10015680,Truck,Medium,4504,23,2208,7,FALSE
V10015941,C10015941,Truck,Medium,3503,24,2424,7,FALSE
V10016015,C10016015,Truck,Medium,4541,13,1469,7,FALSE
V10016528,C10016528,Truck,Medium,807,36,2268,7,FALSE
V10016619,C10016619,Truck,Medium,1273,20,1960,7,FALSE
V10017338,C10017338,Truck,Medium,4693,9,1008,7,FALSE
V10017471,C10017471,Truck,Medium,5662,13,1404,7,FALSE
V10017565,C10017565,Truck,Medium,2475,15,1245,7,FALSE
V10017959,C10017959,Truck,Medium,686,9,1008,7,FALSE
V10017981,C10017981,Truck,Medium,3130,33,3696,7,FALSE
V10018161,C10018161,Truck,Medium,5514,14,1540,7,FALSE
V10018413,C10018413,Truck,Medium,4932,17,1547,7,FALSE
V10018582,C10018582,Truck,Medium,4332,6,684,7,FALSE
V10019878,C10019878,Truck,Medium,3414,15,1305,7,FALSE
V10000624,C10000624,Truck,Medium,1630,13,1274,15,FALSE
V10000782,C10000782,Truck,Medium,596,31,3472,15,FALSE
V10000980,C10000980,Truck,Medium,1855,29,2262,15,FALSE
V10001146,C10001146,Truck,Medium,3655,39,3861,15,FALSE
V10001453,C10001453,Truck,Medium,3349,19,1748,15,FALSE
V10001667,C10001667,Truck,Medium,5403,24,2448,15,FALSE
V10001747,C10001747,Truck,Medium,2186,30,3000,15,FALSE
V10001799,C10001799,Truck,Medium,1726,28,2828,15,FALSE
V10001887,C10001887,Truck,Medium,888,39,4680,15,FALSE
V10002046,C10002046,Truck,Medium,5376,30,2070,15,FALSE
V10002249,C10002249,Truck,Medium,1604,11,671,15,FALSE
V10002668,C10002668,Truck,Medium,2288,40,4000,15,FALSE
V10002716,C10002716,Truck,Medium,3216,29,2610,15,FALSE
V10002875,C10002875,Truck,Medium,1957,11,1287,15,FALSE
V10002960,C10002960,Truck,Medium,2425,26,3120,15,FALSE
V10002971,C10002971,Truck,Medium,1230,7,833,15,FALSE
V10003197,C10003197,Truck,Medium,2866,19,2204,15,FALSE
V10003737,C10003737,Truck,Medium,2973,35,4200,15,FALSE
V10003917,C10003917,Truck,Medium,2714,23,2691,15,FALSE
V10004079,C10004079,Truck,Medium,4426,5,420,15,FALSE
V10004094,C10004094,Truck,Medium,1462,20,1560,15,FALSE
V10004182,C10004182,Truck,Medium,5983,12,1212,15,FALSE
V10004400,C10004400,Truck,Medium,4463,11,1166,15,FALSE
V10004465,C10004465,Truck,Medium,604,6,474,15,FALSE
V10004541,C10004541,Truck,Medium,5368,13,1495,15,FALSE
V10004546,C10004546,Truck,Medium,626,24,2712,15,FALSE
V10005095,C10005095,Truck,Medium,4374,16,1248,15,FALSE
V10005962,C10005962,Truck,Medium,4516,5,475,15,FALSE
V10006636,C10006636,Truck,Medium,1092,36,3420,15,FALSE
V10006865,C10006865,Truck,Medium,5866,16,1680,15,FALSE
V10006942,C10006942,Truck,Medium,701,12,1176,15,FALSE
V10007267,C10007267,Truck,Medium,2559,9,981,15,FALSE
V10007425,C10007425,Truck,Medium,901,38,2432,15,FALSE
V10007879,C10007879,Truck,Medium,1489,32,3360,15,FALSE
V10008043,C10008043,Truck,Medium,5545,14,1148,15,FALSE
V10008319,C10008319,Truck,Medium,2071,20,1820,15,FALSE
V10008458,C10008458,Truck,Medium,2175,14,1442,15,FALSE
V10008668,C10008668,Truck,Medium,2962,37,2923,15,FALSE
V10009210,C10009210,Truck,Medium,1057,20,2140,15,FALSE
V10009486,C10009486,Truck,Medium,5572,10,950,15,FALSE
V10009527,C10009527,Truck,Medium,2725,23,2070,15,FALSE
V10009779,C10009779,Truck,Medium,5883,13,1196,15,FALSE
V10009991,C10009991,Truck,Medium,4468,29,3016,15,FALSE
V10010371,C10010371,Truck,Medium,608,33,3432,15,FALSE
V10010434,C10010434,Truck,Medium,1384,34,3604,15,FALSE
V10010871,C10010871,Truck,Medium,2641,10,980,15,FALSE
V10010951,C10010951,Truck,Medium,4210,20,1240,15,FALSE
V10011024,C10011024,Truck,Medium,4734,31,2325,15,FALSE
V10011172,C10011172,Truck,Medium,5060,7,497,15,FALSE
V10011367,C10011367,Truck,Medium,4265,22,1672,15,FALSE
V10011659,C10011659,Truck,Medium,920,24,2184,15,FALSE
V10011909,C10011909,Truck,Medium,4505,10,910,15,FALSE
V10012137,C10012137,Truck,Medium,3988,9,1035,15,FALSE
V10012477,C10012477,Truck,Medium,4416,5,460,15,FALSE
V10012912,C10012912,Truck,Medium,5233,22,1496,15,FALSE
V10012951,C10012951,Truck,Medium,1932,18,1188,15,FALSE
V10013136,C10013136,Truck,Medium,1419,9,891,15,FALSE
V10013276,C10013276,Truck,Medium,1406,14,1526,15,FALSE
V10013745,C10013745,Truck,Medium,5906,20,2080,15,FALSE
V10014165,C10014165,Truck,Medium,4461,21,2205,15,FALSE
V10014246,C10014246,Truck,Medium,1918,10,860,15,FALSE
V10014536,C10014536,Truck,Medium,549,17,1394,15,FALSE
V10014542,C10014542,Truck,Medium,5859,9,585,15,FALSE
V10015253,C10015253,Truck,Medium,3304,7,749,15,FALSE
V10015496,C10015496,Truck,Medium,3069,17,1173,15,FALSE
V10015526,C10015526,Truck,Medium,3419,18,1548,15,FALSE
V10015960,C10015960,Truck,Medium,5261,19,2204,15,FALSE
V10016003,C10016003,Truck,Medium,1752,23,1518,15,FALSE
V10016103,C10016103,Truck,Medium,2839,11,704,15,FALSE
V10016308,C10016308,Truck,Medium,4056,28,2800,15,FALSE
V10016318,C10016318,Truck,Medium,5274,23,1702,15,FALSE
V10016365,C10016365,Truck,Medium,4893,19,1539,15,FALSE
V10016605,C10016605,Truck,Medium,4249,17,1037,15,FALSE
V10017213,C10017213,Truck,Medium,2693,19,2014,15,FALSE
V10017444,C10017444,Truck,Medium,980,12,756,15,FALSE
V10017640,C10017640,Truck,Medium,2803,15,1395,15,FALSE
V10017995,C10017995,Truck,Medium,4591,40,3320,15,FALSE
V10018047,C10018047,Truck,Medium,3097,7,749,15,FALSE
V10018540,C10018540,Truck,Medium,662,19,1634,15,FALSE
V10018743,C10018743,Truck,Medium,1632,21,1386,15,FALSE
V10018846,C10018846,Truck,Medium,5745,25,1550,15,FALSE
V10019017,C10019017,Truck,Medium,1063,27,1674,15,FALSE
V10019100,C10019100,Truck,Medium,4595,21,1785,15,FALSE
V10019173,C10019173,Truck,Medium,3325,31,3193,15,FALSE
V10019180,C10019180,Truck,Medium,2068,16,1552,15,FALSE
V10019692,C10019692,Truck,Medium,1982,10,1130,15,FALSE
V10019841,C10019841,Truck,Medium,4056,20,2300,15,FALSE
V10019883,C10019883,Truck,Medium,5871,9,864,15,FALSE
V10000054,C10000054,Truck,Medium,4343,29,2001,12,FALSE
V10000083,C10000083,Truck,Medium,3725,22,1364,12,FALSE
V10000129,C10000129,Truck,Medium,4674,14,1582,12,FALSE
V10000450,C10000450,Truck,Medium,4341,36,2556,12,FALSE
V10000603,C10000603,Truck,Medium,569,14,1162,12,FALSE
V10000635,C10000635,Truck,Medium,4644,13,884,12,FALSE
V10000732,C10000732,Truck,Medium,5440,16,1360,12,FALSE
V10000748,C10000748,Truck,Medium,562,17,1326,12,FALSE
V10000880,C10000880,Truck,Medium,4711,17,1360,12,FALSE
V10000998,C10000998,Truck,Medium,2481,25,1900,12,FALSE
V10001244,C10001244,Truck,Medium,3899,32,3840,12,FALSE
V10001599,C10001599,Truck,Medium,1063,40,4720,12,FALSE
V10002210,C10002210,Truck,Medium,2310,30,2430,12,FALSE
V10003009,C10003009,Truck,Medium,1918,26,2028,12,FALSE
V10003208,C10003208,Truck,Medium,2794,32,3680,12,FALSE
V10003701,C10003701,Truck,Medium,3354,20,2000,12,FALSE
V10004014,C10004014,Truck,Medium,3245,11,891,12,FALSE
V10004414,C10004414,Truck,Medium,4132,22,2420,12,FALSE
V10004625,C10004625,Truck,Medium,651,24,2592,12,FALSE
V10005446,C10005446,Truck,Medium,2645,40,4680,12,FALSE
V10005448,C10005448,Truck,Medium,854,12,720,12,FALSE
V10005685,C10005685,Truck,Medium,5897,15,1470,12,FALSE
V10005935,C10005935,Truck,Medium,2880,33,3828,12,FALSE
V10005997,C10005997,Truck,Medium,5322,22,1518,12,FALSE
V10006071,C10006071,Truck,Medium,3011,11,660,12,FALSE
V10006449,C10006449,Truck,Medium,5126,9,954,12,FALSE
V10006705,C10006705,Truck,Medium,4460,19,2109,12,FALSE
V10006838,C10006838,Truck,Medium,5871,20,1820,12,FALSE
V10007596,C10007596,Truck,Medium,5553,19,1805,12,FALSE
V10007789,C10007789,Truck,Medium,5094,17,1326,12,FALSE
V10007965,C10007965,Truck,Medium,4809,34,2890,12,FALSE
V10008185,C10008185,Truck,Medium,880,12,744,12,FALSE
V10008220,C10008220,Truck,Medium,5628,17,1615,12,FALSE
V10008322,C10008322,Truck,Medium,1110,8,544,12,FALSE
V10008505,C10008505,Truck,Medium,3439,33,2145,12,FALSE
V10008598,C10008598,Truck,Medium,5152,22,1562,12,FALSE
V10008702,C10008702,Truck,Medium,2324,8,704,12,FALSE
V10008738,C10008738,Truck,Medium,2622,7,672,12,FALSE
V10009325,C10009325,Truck,Medium,4065,40,3320,12,FALSE
V10009349,C10009349,Truck,Medium,1714,6,696,12,FALSE
V10009945,C10009945,Truck,Medium,1778,35,3220,12,FALSE
V10010493,C10010493,Truck,Medium,2320,23,2668,12,FALSE
V10010625,C10010625,Truck,Medium,1864,20,1400,12,FALSE
V10011138,C10011138,Truck,Medium,3449,28,2940,12,FALSE
V10011259,C10011259,Truck,Medium,2984,19,2280,12,FALSE
V10011334,C10011334,Truck,Medium,2940,9,990,12,FALSE
V10011394,C10011394,Truck,Medium,712,37,3071,12,FALSE
V10011412,C10011412,Truck,Medium,5219,18,1440,12,FALSE
V10011616,C10011616,Truck,Medium,4795,32,3136,12,FALSE
V10011839,C10011839,Truck,Medium,4175,13,923,12,FALSE
V10012275,C10012275,Truck,Medium,3166,9,1035,12,FALSE
V10012429,C10012429,Truck,Medium,1887,10,1020,12,FALSE
V10012799,C10012799,Truck,Medium,3716,8,696,12,FALSE
V10012939,C10012939,Truck,Medium,4872,9,549,12,FALSE
V10013074,C10013074,Truck,Medium,3592,24,1704,12,FALSE
V10013083,C10013083,Truck,Medium,2803,34,2176,12,FALSE
V10013169,C10013169,Truck,Medium,4595,29,3306,12,FALSE
V10013245,C10013245,Truck,Medium,4717,6,420,12,FALSE
V10013270,C10013270,Truck,Medium,3886,28,2268,12,FALSE
V10013313,C10013313,Truck,Medium,1243,12,756,12,FALSE
V10013481,C10013481,Truck,Medium,2737,19,1425,12,FALSE
V10013926,C10013926,Truck,Medium,1912,37,3071,12,FALSE
V10014359,C10014359,Truck,Medium,3999,19,1406,12,FALSE
V10014610,C10014610,Truck,Medium,1822,37,3293,12,FALSE
V10015132,C10015132,Truck,Medium,532,15,945,12,FALSE
V10015416,C10015416,Truck,Medium,5462,14,1400,12,FALSE
V10015727,C10015727,Truck,Medium,4711,31,2542,12,FALSE
V10015848,C10015848,Truck,Medium,768,23,1748,12,FALSE
V10016293,C10016293,Truck,Medium,926,5,385,12,FALSE
V10016868,C10016868,Truck,Medium,1636,11,869,12,FALSE
V10017383,C10017383,Truck,Medium,4262,30,2520,12,FALSE
V10017461,C10017461,Truck,Medium,3392,9,1071,12,FALSE
V10017463,C10017463,Truck,Medium,5252,20,1700,12,FALSE
V10017744,C10017744,Truck,Medium,636,8,520,12,FALSE
V10017907,C10017907,Truck,Medium,2749,17,1717,12,FALSE
V10017933,C10017933,Truck,Medium,3959,33,2607,12,FALSE
V10018704,C10018704,Truck,Medium,2988,15,945,12,FALSE
V10018748,C10018748,Truck,Medium,1615,34,3128,12,FALSE
V10018781,C10018781,Truck,Medium,770,30,2400,12,FALSE
V10018808,C10018808,Truck,Medium,2829,38,2660,12,FALSE
V10018951,C10018951,Truck,Medium,4316,7,623,12,FALSE
V10019448,C10019448,Truck,Medium,3200,10,900,12,FALSE
V10019480,C10019480,Truck,Medium,1876,40,3200,12,FALSE
V10019651,C10019651,Truck,Medium,1810,31,2294,12,FALSE
V10019717,C10019717,Truck,Medium,4584,37,2516,12,FALSE
V10019742,C10019742,Truck,Medium,5526,34,2414,12,FALSE
V10019823,C10019823,Truck,Medium,4173,40,3600,12,FALSE
V10000178,C10000178,Truck,Medium,4170,30,2640,25,FALSE
V10000208,C10000208,Truck,Medium,1083,36,2592,25,FALSE
V10000254,C10000254,Truck,Medium,3184,26,2158,25,FALSE
V10000482,C10000482,Truck,Medium,1167,5,525,25,FALSE
V10000511,C10000511,Truck,Medium,4757,10,1150,25,FALSE
V10000726,C10000726,Truck,Medium,4932,17,1360,25,FALSE
V10001273,C10001273,Truck,Medium,5130,18,1116,25,FALSE
V10001693,C10001693,Truck,Medium,2557,24,2592,25,FALSE
V10001933,C10001933,Truck,Medium,1453,7,700,25,FALSE
V10001952,C10001952,Truck,Medium,3560,30,2820,25,FALSE
V10002020,C10002020,Truck,Medium,1252,15,1320,25,FALSE
V10003127,C10003127,Truck,Medium,2905,20,2260,25,FALSE
V10003691,C10003691,Truck,Medium,2814,21,1617,25,FALSE
V10003866,C10003866,Truck,Medium,4127,14,1554,25,FALSE
V10004128,C10004128,Truck,Medium,2335,9,567,25,FALSE
V10004991,C10004991,Truck,Medium,3936,15,1515,25,FALSE
V10005102,C10005102,Truck,Medium,1626,18,1746,25,FALSE
V10005420,C10005420,Truck,Medium,4073,15,1530,25,FALSE
V10005549,C10005549,Truck,Medium,4640,24,1512,25,FALSE
V10005730,C10005730,Truck,Medium,2252,5,505,25,FALSE
V10005900,C10005900,Truck,Medium,5188,30,2130,25,FALSE
V10006766,C10006766,Truck,Medium,2070,24,2280,25,FALSE
V10007190,C10007190,Truck,Medium,3892,12,1140,25,FALSE
V10007688,C10007688,Truck,Medium,4624,28,2940,25,FALSE
V10008119,C10008119,Truck,Medium,1224,27,1971,25,FALSE
V10008262,C10008262,Truck,Medium,536,12,1104,25,FALSE
V10008923,C10008923,Truck,Medium,4099,29,2668,25,FALSE
V10009483,C10009483,Truck,Medium,5668,6,594,25,FALSE
V10009655,C10009655,Truck,Medium,3876,23,1610,25,FALSE
V10010072,C10010072,Truck,Medium,4490,17,1989,25,FALSE
V10010278,C10010278,Truck,Medium,1301,37,3182,25,FALSE
V10010319,C10010319,Truck,Medium,2138,30,3000,25,FALSE
V10010476,C10010476,Truck,Medium,1090,16,1232,25,FALSE
V10010600,C10010600,Truck,Medium,3341,5,400,25,FALSE
V10010675,C10010675,Truck,Medium,2875,25,1900,25,FALSE
V10010683,C10010683,Truck,Medium,2161,33,3201,25,FALSE
V10010752,C10010752,Truck,Medium,5115,40,2520,25,FALSE
V10010892,C10010892,Truck,Medium,2472,29,1827,25,FALSE
V10011427,C10011427,Truck,Medium,3293,34,2822,25,FALSE
V10011897,C10011897,Truck,Medium,2411,8,720,25,FALSE
V10012106,C10012106,Truck,Medium,2854,7,553,25,FALSE
V10012149,C10012149,Truck,Medium,1494,29,3451,25,FALSE
V10012231,C10012231,Truck,Medium,2665,22,1936,25,FALSE
V10012281,C10012281,Truck,Medium,1209,24,2640,25,FALSE
V10012530,C10012530,Truck,Medium,3792,32,2592,25,FALSE
V10012780,C10012780,Truck,Medium,5204,9,954,25,FALSE
V10012798,C10012798,Truck,Medium,3932,10,840,25,FALSE
V10012862,C10012862,Truck,Medium,552,10,750,25,FALSE
V10012950,C10012950,Truck,Medium,977,6,402,25,FALSE
V10013684,C10013684,Truck,Medium,2269,36,2160,25,FALSE
V10013696,C10013696,Truck,Medium,5716,9,558,25,FALSE
V10013974,C10013974,Truck,Medium,2562,16,1088,25,FALSE
V10014171,C10014171,Truck,Medium,2030,15,1080,25,FALSE
V10014248,C10014248,Truck,Medium,5373,14,1610,25,FALSE
V10014513,C10014513,Truck,Medium,640,36,2484,25,FALSE
V10015124,C10015124,Truck,Medium,875,20,1260,25,FALSE
V10015209,C10015209,Truck,Medium,3718,40,3600,25,FALSE
V10015252,C10015252,Truck,Medium,3909,22,1804,25,FALSE
V10015288,C10015288,Truck,Medium,5048,22,2222,25,FALSE
V10015345,C10015345,Truck,Medium,2070,20,2160,25,FALSE
V10015360,C10015360,Truck,Medium,5435,13,962,25,FALSE
V10015480,C10015480,Truck,Medium,762,14,1414,25,FALSE
V10015604,C10015604,Truck,Medium,1200,27,2403,25,FALSE
V10015822,C10015822,Truck,Medium,1291,11,1210,25,FALSE
V10015864,C10015864,Truck,Medium,3089,5,320,25,FALSE
V10016270,C10016270,Truck,Medium,1275,16,1280,25,FALSE
V10016858,C10016858,Truck,Medium,1957,33,3531,25,FALSE
V10017058,C10017058,Truck,Medium,2931,11,770,25,FALSE
V10017088,C10017088,Truck,Medium,534,34,3570,25,FALSE
V10017226,C10017226,Truck,Medium,3870,19,1976,25,FALSE
V10017354,C10017354,Truck,Medium,2696,30,2400,25,FALSE
V10017619,C10017619,Truck,Medium,3182,21,1764,25,FALSE
V10017646,C10017646,Truck,Medium,650,10,1050,25,FALSE
V10017877,C10017877,Truck,Medium,1489,39,2964,25,FALSE
V10017968,C10017968,Truck,Medium,1743,25,2300,25,FALSE
V10018038,C10018038,Truck,Medium,2157,13,923,25,FALSE
V10018201,C10018201,Truck,Medium,2842,21,1365,25,FALSE
V10018416,C10018416,Truck,Medium,1376,39,3315,25,FALSE
V10018424,C10018424,Truck,Medium,1725,19,2033,25,FALSE
V10018667,C10018667,Truck,Medium,5485,33,2475,25,FALSE
V10018933,C10018933,Truck,Medium,4769,19,2071,25,FALSE
V10018968,C10018968,Truck,Medium,2473,10,940,25,FALSE
V10019003,C10019003,Truck,Medium,3845,20,1880,25,FALSE
V10019326,C10019326,Truck,Medium,4313,12,1140,25,FALSE
V10019542,C10019542,Truck,Medium,5109,16,1664,25,FALSE
V10019625,C10019625,Truck,Medium,554,20,1780,25,FALSE
V10019905,C10019905,Truck,Medium,1437,6,468,25,FALSE
V10000091,C10000091,Truck,Medium,5819,26,1664,23,FALSE
V10000292,C10000292,Truck,Medium,694,7,749,23,FALSE
V10000534,C10000534,Truck,Medium,2616,8,960,23,FALSE
V10000660,C10000660,Truck,Medium,1417,32,2720,23,FALSE
V10000734,C10000734,Truck,Medium,3894,10,710,23,FALSE
V10000928,C10000928,Truck,Medium,4499,26,3042,23,FALSE
V10001426,C10001426,Truck,Medium,4450,17,1020,23,FALSE
V10001449,C10001449,Truck,Medium,1659,29,2668,23,FALSE
V10001738,C10001738,Truck,Medium,4342,34,3536,23,FALSE
V10002914,C10002914,Truck,Medium,5498,21,1806,23,FALSE
V10003149,C10003149,Truck,Medium,4904,15,1005,23,FALSE
V10003184,C10003184,Truck,Medium,5119,10,1090,23,FALSE
V10003288,C10003288,Truck,Medium,3496,20,2360,23,FALSE
V10003650,C10003650,Truck,Medium,2882,15,1275,23,FALSE
V10003846,C10003846,Truck,Medium,4256,18,2106,23,FALSE
V10003930,C10003930,Truck,Medium,4254,21,1344,23,FALSE
V10004010,C10004010,Truck,Medium,3133,40,4600,23,FALSE
V10004263,C10004263,Truck,Medium,2805,26,2418,23,FALSE
V10004740,C10004740,Truck,Medium,3241,39,3783,23,FALSE
V10004750,C10004750,Truck,Medium,2931,18,1530,23,FALSE
V10004776,C10004776,Truck,Medium,2024,20,2380,23,FALSE
V10004868,C10004868,Truck,Medium,3017,17,1105,23,FALSE
V10004880,C10004880,Truck,Medium,2519,6,642,23,FALSE
V10004922,C10004922,Truck,Medium,3120,40,4040,23,FALSE
V10005546,C10005546,Truck,Medium,5698,21,2268,23,FALSE
V10005599,C10005599,Truck,Medium,5200,18,1458,23,FALSE
V10005749,C10005749,Truck,Medium,1874,29,2929,23,FALSE
V10006300,C10006300,Truck,Medium,2848,11,715,23,FALSE
V10006522,C10006522,Truck,Medium,2584,35,2310,23,FALSE
V10006551,C10006551,Truck,Medium,3738,22,1364,23,FALSE
V10006667,C10006667,Truck,Medium,1942,36,3636,23,FALSE
V10007853,C10007853,Truck,Medium,4282,31,1984,23,FALSE
V10008509,C10008509,Truck,Medium,1343,5,565,23,FALSE
V10008593,C10008593,Truck,Medium,2433,23,1495,23,FALSE
V10008728,C10008728,Truck,Medium,3537,23,2139,23,FALSE
V10008817,C10008817,Truck,Medium,4888,23,1955,23,FALSE
V10008844,C10008844,Truck,Medium,665,12,1440,23,FALSE
V10008934,C10008934,Truck,Medium,3655,19,1634,23,FALSE
V10009108,C10009108,Truck,Medium,2663,13,1131,23,FALSE
V10009204,C10009204,Truck,Medium,3647,29,2117,23,FALSE
V10009213,C10009213,Truck,Medium,1338,12,816,23,FALSE
V10009417,C10009417,Truck,Medium,4776,22,1760,23,FALSE
V10009499,C10009499,Truck,Medium,5367,8,544,23,FALSE
V10009593,C10009593,Truck,Medium,4668,21,2079,23,FALSE
V10010334,C10010334,Truck,Medium,1586,27,2646,23,FALSE
V10010489,C10010489,Truck,Medium,1077,22,2112,23,FALSE
V10010503,C10010503,Truck,Medium,3895,6,438,23,FALSE
